Player,Age,Nation,Pos,Squad,Comp,MP,Gls,Ast
Ruben Aguilar,31.0,fr FRA,"Defender, Midfielder",Lens,fr Ligue 1,16,1,2
Naouirou Ahamada,22.0,fr FRA,"Midfielder, Forward",Rennes,fr Ligue 1,3,0,0
Honest Ahanor,16.0,it ITA,"Defender, Midfielder",Genoa,it Serie A,6,0,0
Erik Ahlstrand,22.0,se SWE,"Forward, Midfielder",St. Pauli,de Bundesliga,5,0,0
Jean-Eudes Aholou,30.0,ci CIV,Midfielder,Angers,fr Ligue 1,26,2,0
Joseph Aidoo,28.0,gh GHA,Defender,Celta Vigo,es La Liga,1,0,0
Ayman Aiki,19.0,fr FRA,"Forward, Midfielder",Saint-Étienne,fr Ligue 1,5,0,0
Ola Aina,27.0,ng NGA,Defender,Nott'ham Forest,eng Premier League,35,2,1
Rayan Aït-Nouri,23.0,dz ALG,Defender,Wolves,eng Premier League,37,4,7
Junior Ajayi,19.0,ci CIV,Forward,Hellas Verona,it Serie A,2,0,0
Kristoffer Ajer,26.0,no NOR,Defender,Brentford,eng Premier League,24,0,0
Ludovic Ajorque,30.0,fr FRA,Forward,Brest,fr Ligue 1,31,13,2
Manuel Akanji,29.0,ch SUI,Defender,Manchester City,eng Premier League,26,0,0
Ümit Akdag,20.0,ro ROU,Defender,Toulouse,fr Ligue 1,9,0,0
