Player,Age,Nation,Pos,Squad,Comp,MP,Gls,Ast
Daniele Ghilardi,21.0,it ITA,DF,Hellas Verona,it Serie A,24,0,0
Lautaro Gianetti,30.0,ar ARG,DF,Udinese,it Serie A,15,1,0
Dimitris Giannoulis,28.0,gr GRE,DF,Augsburg,de Bundesliga,31,1,4
Morgan Gibbs-White,24.0,eng ENG,MF,Nott'ham Forest,eng Premier League,34,7,8
Samuel Gigot,30.0,fr FRA,DF,Lazio,it Serie A,15,2,0
Armin Gigovic,22.0,ba BIH,MF,Holstein Kiel,de Bundesliga,31,5,1
Bryan Gil,23.0,es ESP,"FW,MF",Girona,es La Liga,25,3,3
Mario Gila,23.0,es ESP,DF,Lazio,it Serie A,32,1,0
Billy Gilmour,23.0,sct SCO,MF,Brighton,eng Premier League,2,0,0
Billy Gilmour,23.0,sct SCO,MF,Napoli,it Serie A,26,0,1
Benedikt Gimber,27.0,de GER,DF,Heidenheim,de Bundesliga,32,0,0
Santiago Giménez,23.0,mx MEX,FW,Milan,it Serie A,14,5,2
Gvidas Gineitis,20.0,lt LTU,MF,Torino,it Serie A,30,3,1
Matthias Ginter,30.0,de GER,DF,Freiburg,de Bundesliga,32,2,1
Jamie Gittens,19.0,eng ENG,"FW,MF",Dortmund,de Bundesliga,32,8,3
Serge Gnabry,29.0,de GER,"FW,MF",Bayern Munich,de Bundesliga,27,7,5
Ben Godfrey,26.0,eng ENG,DF,Ipswich Town,eng Premier League,3,0,0
Ben Godfrey,26.0,eng ENG,DF,Atalanta,it Serie A,1,0,0
Martial Godo,21.0,eng ENG,"FW,DF",Fulham,eng Premier League,2,0,0
Saba Goglichidze,20.0,ge GEO,DF,Empoli,it Serie A,33,0,1
Edoardo Goldaniga,30.0,it ITA,DF,Como,it Serie A,32,1,0
Michael Golding,18.0,eng ENG,MF,Leicester City,eng Premier League,1,0,0
Pierluigi Gollini,29.0,it ITA,GK,Genoa,it Serie A,7,0,0
Aleksandr Golovin,28.0,ru RUS,"MF,FW",Monaco,fr Ligue 1,19,3,0
André Gomes,31.0,pt POR,MF,Lille,fr Ligue 1,20,0,0
Angel Gomes,23.0,eng ENG,MF,Lille,fr Ligue 1,14,1,1
João Gomes,23.0,br BRA,MF,Wolves,eng Premier League,36,3,1
Rodrigo Gomes,21.0,pt POR,"DF,FW",Wolves,eng Premier League,25,2,0
Toti Gomes,25.0,pt POR,DF,Wolves,eng Premier League,31,0,1
Carlos Gómez,21.0,co COL,"MF,DF",Rennes,fr Ligue 1,17,3,0
Dani Gómez,26.0,es ESP,FW,Valencia,es La Liga,14,2,0
Diego Gómez,21.0,py PAR,MF,Brighton,eng Premier League,16,1,0
Joe Gomez,27.0,eng ENG,DF,Liverpool,eng Premier League,9,0,0
Moi Gómez,30.0,es ESP,"MF,FW",Osasuna,es La Liga,26,0,0
Sergi Gómez,32.0,es ESP,DF,Espanyol,es La Liga,12,0,0
Sergio Gómez,23.0,es ESP,"MF,DF",Real Sociedad,es La Liga,37,2,5
Unai Gómez,21.0,es ESP,"MF,FW",Athletic Club,es La Liga,32,1,3
Tidiam Gomis,17.0,fr FRA,"MF,FW",RB Leipzig,de Bundesliga,8,0,1
Fabio González,27.0,es ESP,MF,Las Palmas,es La Liga,2,0,0
Nicolás González,22.0,es ESP,MF,Manchester City,eng Premier League,11,1,0
Nicolás González,26.0,ar ARG,"FW,MF",Juventus,it Serie A,26,3,2
Peter González,22.0,do DOM,"MF,FW",Getafe,es La Liga,17,0,0
Urko González,23.0,es ESP,MF,Espanyol,es La Liga,17,0,2
Urko González,23.0,es ESP,MF,Real Sociedad,es La Liga,1,0,0
Anthony Gordon,23.0,eng ENG,"FW,MF",Newcastle Utd,eng Premier League,34,6,5
Leon Goretzka,29.0,de GER,"MF,DF",Bayern Munich,de Bundesliga,26,4,1
Mathieu Gorgelin,33.0,fr FRA,GK,Le Havre,fr Ligue 1,16,0,0
Andoni Gorosabel,27.0,es ESP,DF,Athletic Club,es La Liga,20,0,2
Robin Gosens,30.0,de GER,DF,Fiorentina,it Serie A,32,5,5
Robin Gosens,30.0,de GER,DF,Union Berlin,de Bundesliga,1,0,0
Mario Götze,32.0,de GER,"MF,FW",Eint Frankfurt,de Bundesliga,24,3,2
Amine Gouiri,24.0,dz ALG,"FW,MF",Marseille,fr Ligue 1,14,10,3
Amine Gouiri,24.0,dz ALG,"MF,FW",Rennes,fr Ligue 1,19,3,2
Lucas Gourna-Douath,20.0,fr FRA,MF,Roma,it Serie A,6,0,0
Jeffrey Gouweleeuw,33.0,nl NED,DF,Augsburg,de Bundesliga,33,1,4
Kamil Grabara,25.0,pl POL,GK,Wolfsburg,de Bundesliga,29,0,0
Jonathan Gradit,31.0,fr FRA,DF,Lens,fr Ligue 1,25,0,0
José Gragera,23.0,es ESP,MF,Espanyol,es La Liga,10,0,0
Samuel Grandsir,27.0,fr FRA,"MF,FW",Le Havre,fr Ligue 1,6,0,0
Alberto Grassi,29.0,it ITA,MF,Empoli,it Serie A,28,1,0
Ryan Gravenberch,22.0,nl NED,MF,Liverpool,eng Premier League,37,0,4
Archie Gray,18.0,eng ENG,"DF,MF",Tottenham,eng Premier League,28,0,0
Jack Grealish,28.0,eng ENG,"FW,MF",Manchester City,eng Premier League,20,1,1
Jacob Greaves,23.0,eng ENG,DF,Ipswich Town,eng Premier League,25,1,0
Mason Greenwood,22.0,eng ENG,"FW,MF",Marseille,fr Ligue 1,34,21,5
Michael Gregoritsch,30.0,at AUT,FW,Freiburg,de Bundesliga,20,2,1
Dominik Greif,27.0,sk SVK,GK,Mallorca,es La Liga,31,0,0
Antoine Griezmann,33.0,fr FRA,"FW,MF",Atlético Madrid,es La Liga,38,8,7
Vincenzo Grifo,31.0,it ITA,"FW,MF",Freiburg,de Bundesliga,34,8,11
Florian Grillitsch,28.0,at AUT,MF,Valladolid,es La Liga,13,0,0
Florian Grillitsch,28.0,at AUT,MF,Hoffenheim,de Bundesliga,8,0,0
Álex Grimaldo,28.0,es ESP,DF,Leverkusen,de Bundesliga,32,2,7
Pascal Groß,33.0,de GER,"MF,DF",Dortmund,de Bundesliga,30,0,9
Brajan Gruda,20.0,de GER,"MF,FW",Brighton,eng Premier League,21,1,4
Marco Grüll,26.0,at AUT,"FW,MF",Werder Bremen,de Bundesliga,30,6,1
Albert Grønbaek,23.0,dk DEN,"FW,MF",Southampton,eng Premier League,4,0,0
Albert Grønbaek,23.0,dk DEN,"MF,FW",Rennes,fr Ligue 1,16,2,1
Vicente Guaita,37.0,es ESP,GK,Celta Vigo,es La Liga,34,0,0
Sergi Guardiola,33.0,es ESP,FW,Rayo Vallecano,es La Liga,16,0,0
Nemanja Gudelj,32.0,rs SRB,"MF,DF",Sevilla,es La Liga,31,1,1
Gabriel Gudmundsson,25.0,se SWE,DF,Lille,fr Ligue 1,30,2,0
Gonçalo Guedes,27.0,pt POR,"MF,FW",Wolves,eng Premier League,29,2,4
Axel Gueguin,19.0,fr FRA,FW,Montpellier,fr Ligue 1,1,0,0
Marc Guéhi,24.0,eng ENG,DF,Crystal Palace,eng Premier League,34,3,2
Mattéo Guendouzi,25.0,fr FRA,MF,Lazio,it Serie A,37,1,3
Javier Guerra,21.0,es ESP,MF,Valencia,es La Liga,36,3,3
Raphaël Guerreiro,30.0,pt POR,"DF,MF",Bayern Munich,de Bundesliga,23,4,4
Evann Guessand,23.0,ci CIV,"FW,MF",Nice,fr Ligue 1,33,12,8
Ander Guevara,27.0,es ESP,MF,Alavés,es La Liga,33,0,1
Pape Gueye,25.0,sn SEN,MF,Villarreal,es La Liga,34,4,0
Morgan Guilavogui,26.0,gn GUI,"FW,MF",St. Pauli,de Bundesliga,25,6,2
Frederic Guilbert,29.0,fr FRA,DF,Lecce,it Serie A,31,0,1
Luis Guilherme,18.0,br BRA,"MF,FW",West Ham,eng Premier League,12,0,0
Hugo Guillamón,24.0,es ESP,MF,Valencia,es La Liga,12,0,0
Bruno Guimarães,26.0,br BRA,MF,Newcastle Utd,eng Premier League,38,5,6
Carlos Guirao,21.0,es ESP,MF,Betis,es La Liga,2,0,0
Bahereba Guirassy,17.0,fr FRA,"FW,MF",Nantes,fr Ligue 1,19,2,0
Serhou Guirassy,28.0,gn GUI,FW,Dortmund,de Bundesliga,30,21,4
Marc Guiu,18.0,es ESP,FW,Chelsea,eng Premier League,3,0,0
Péter Gulácsi,34.0,hu HUN,GK,RB Leipzig,de Bundesliga,30,0,0
Arda Güler,19.0,tr TUR,"MF,FW",Real Madrid,es La Liga,28,3,4
Gerard Gumbau,29.0,es ESP,MF,Rayo Vallecano,es La Liga,22,0,1
Robert Gumny,26.0,pl POL,DF,Augsburg,de Bundesliga,7,0,0
İlkay Gündoğan,33.0,de GER,MF,Manchester City,eng Premier League,33,1,6
Christian Günter,31.0,de GER,DF,Freiburg,de Bundesliga,29,2,2
Jon Guridi,29.0,es ESP,"MF,FW",Alavés,es La Liga,33,3,1
Gorka Guruzeta,27.0,es ESP,FW,Athletic Club,es La Liga,36,7,2
Malo Gusto,21.0,fr FRA,DF,Chelsea,eng Premier League,32,0,1
Miguel Gutiérrez,23.0,es ESP,"DF,MF",Girona,es La Liga,29,1,5
Albert Guðmundsson,27.0,is ISL,"FW,MF",Fiorentina,it Serie A,24,6,1
Joško Gvardiol,22.0,hr CRO,DF,Manchester City,eng Premier League,37,5,0
Emmanuel Gyasi,30.0,gh GHA,"DF,FW",Empoli,it Serie A,37,2,1
Christian Gytkjær,34.0,dk DEN,FW,Venezia,it Serie A,29,2,1
Erling Haaland,24.0,no NOR,FW,Manchester City,eng Premier League,31,22,3
Nicolas Haas,28.0,ch SUI,MF,Empoli,it Serie A,10,0,0
Janik Haberer,30.0,de GER,"MF,DF",Union Berlin,de Bundesliga,28,0,0
Robin Hack,25.0,de GER,"FW,MF",Gladbach,de Bundesliga,33,4,7
Saad El Haddad,19.0,ma MAR,MF,Venezia,it Serie A,3,0,0
Munir El Haddadi,28.0,ma MAR,"FW,MF",Leganés,es La Liga,25,4,0
Amadou Haidara,26.0,ml MLI,MF,RB Leipzig,de Bundesliga,28,0,1
Massadio Haïdara,31.0,ml MLI,DF,Brest,fr Ligue 1,22,0,0
Antoine Hainaut,22.0,fr FRA,"DF,FW",Parma,it Serie A,25,2,0
Mohamed Haj,19.0,tn TUN,MF,Parma,it Serie A,15,1,2
Achraf Hakimi,25.0,ma MAR,DF,Paris S-G,fr Ligue 1,25,4,6
Lewis Hall,19.0,eng ENG,DF,Newcastle Utd,eng Premier League,27,0,4
Sébastien Haller,30.0,ci CIV,FW,Leganés,es La Liga,8,0,0
Ali Al Hamadi,22.0,iq IRQ,FW,Ipswich Town,eng Premier League,11,0,0
Andreas Hanche-Olsen,27.0,no NOR,DF,Mainz 05,de Bundesliga,22,1,1
Florent Hanin,34.0,dz ALG,DF,Angers,fr Ligue 1,33,1,2
Ridgeciano Haps,31.0,sr SUR,DF,Venezia,it Serie A,25,1,1
Amine Harit,27.0,ma MAR,MF,Marseille,fr Ligue 1,13,2,4
Marcus Harness,28.0,eng ENG,MF,Ipswich Town,eng Premier League,2,0,0
Phil Harres,22.0,de GER,FW,Holstein Kiel,de Bundesliga,26,8,1
Jack Harrison,27.0,eng ENG,FW,Everton,eng Premier League,34,1,0
Abdou Harroui,26.0,nl NED,"MF,FW",Hellas Verona,it Serie A,10,1,2
Taylor Harwood-Bellis,22.0,eng ENG,DF,Southampton,eng Premier League,34,1,0
Hans Hateboer,30.0,nl NED,DF,Rennes,fr Ligue 1,26,0,0
Kjetil Haug,26.0,no NOR,GK,Toulouse,fr Ligue 1,6,0,0
Kai Havertz,25.0,de GER,"FW,MF",Arsenal,eng Premier League,23,9,3
Ayden Heaven,17.0,eng ENG,DF,Manchester Utd,eng Premier League,4,0,0
Jan Paul van Hecke,24.0,nl NED,DF,Brighton,eng Premier League,34,1,1
Hwang Hee-chan,28.0,kr KOR,"MF,FW",Wolves,eng Premier League,21,2,0
Dean Henderson,27.0,eng ENG,GK,Crystal Palace,eng Premier League,38,0,0
Liam Henderson,28.0,sct SCO,MF,Empoli,it Serie A,36,0,4
Ramon Hendriks,23.0,nl NED,DF,Stuttgart,de Bundesliga,25,0,1
Paul Hennrich,19.0,de GER,MF,Hoffenheim,de Bundesliga,1,0,0
Benjamin Henrichs,27.0,de GER,DF,RB Leipzig,de Bundesliga,15,0,2
Henrique,30.0,br BRA,DF,Valladolid,es La Liga,5,0,0
Luis Henrique,22.0,br BRA,"DF,FW",Marseille,fr Ligue 1,33,7,7
Rico Henry,27.0,eng ENG,DF,Brentford,eng Premier League,5,0,0
Mads Hermansen,24.0,dk DEN,GK,Leicester City,eng Premier League,27,0,0
Mario Hermoso,29.0,es ESP,DF,Roma,it Serie A,8,0,0
Mario Hermoso,29.0,es ESP,DF,Leverkusen,de Bundesliga,4,0,0
Javi Hernández,26.0,es ESP,DF,Leganés,es La Liga,31,2,1
Aridane Hernández,35.0,es ESP,DF,Rayo Vallecano,es La Liga,14,0,0
Lucas Hernández,28.0,fr FRA,DF,Paris S-G,fr Ligue 1,16,0,0
Theo Hernández,26.0,fr FRA,DF,Milan,it Serie A,33,4,3
Hernani,30.0,br BRA,MF,Parma,it Serie A,25,3,3
Jorge Herrando,23.0,es ESP,DF,Osasuna,es La Liga,18,1,0
Ander Herrera,34.0,es ESP,MF,Athletic Club,es La Liga,8,0,0
Sergio Herrera,31.0,es ESP,GK,Osasuna,es La Liga,37,0,0
Yangel Herrera,26.0,ve VEN,MF,Girona,es La Liga,29,4,3
Juan Herzog,21.0,es ESP,DF,Las Palmas,es La Liga,19,0,0
Son Heung-min,32.0,kr KOR,FW,Tottenham,eng Premier League,30,7,9
Isak Hien,25.0,se SWE,DF,Atalanta,it Serie A,30,0,0
Omar El Hilali,20.0,ma MAR,DF,Espanyol,es La Liga,36,0,2
James Hill,22.0,eng ENG,DF,Bournemouth,eng Premier League,10,0,1
Piero Hincapié,22.0,ec ECU,DF,Leverkusen,de Bundesliga,32,2,2
Roger Hinojo,19.0,es ESP,DF,Espanyol,es La Liga,1,0,0
Jack Hinshelwood,19.0,eng ENG,"MF,DF",Brighton,eng Premier League,26,5,2
George Hirst,25.0,sct SCO,FW,Ipswich Town,eng Premier League,26,3,1
Adam Hložek,22.0,cz CZE,"FW,MF",Hoffenheim,de Bundesliga,27,8,4
Ki-Jana Hoever,22.0,nl NED,DF,Auxerre,fr Ligue 1,30,1,2
Nicolas Höfler,34.0,de GER,MF,Freiburg,de Bundesliga,20,0,0
Jonas Hofmann,32.0,de GER,"MF,DF",Leverkusen,de Bundesliga,11,2,1
Philipp Hofmann,31.0,de GER,FW,Bochum,de Bundesliga,32,3,3
Lucas Höler,30.0,de GER,"FW,MF",Freiburg,de Bundesliga,31,6,4
Mason Holgate,27.0,eng ENG,"FW,DF",Everton,eng Premier League,1,0,0
Benedict Hollerbach,23.0,de GER,"FW,MF",Union Berlin,de Bundesliga,34,9,1
Emil Holm,24.0,se SWE,DF,Bologna,it Serie A,21,1,1
Lewis Holtby,33.0,de GER,MF,Holstein Kiel,de Bundesliga,25,0,1
Gerrit Holtmann,29.0,ph PHI,"DF,FW",Bochum,de Bundesliga,23,2,1
Franck Honorat,27.0,fr FRA,FW,Gladbach,de Bundesliga,19,4,7
Mathias Honsak,27.0,at AUT,"FW,DF",Heidenheim,de Bundesliga,22,5,1
Dinko Horkaš,25.0,hr CRO,GK,Las Palmas,es La Liga,13,0,0
Timo Horn,31.0,de GER,GK,Bochum,de Bundesliga,13,0,0
Cédric Hountondji,30.0,bj BEN,DF,Angers,fr Ligue 1,3,0,0
Ilyes Housni,19.0,fr FRA,"FW,MF",Le Havre,fr Ligue 1,12,0,0
Harry Howell,15.0,eng ENG,FW,Brighton,eng Premier League,1,0,0
Lukáš Hrádecký,34.0,fi FIN,GK,Leverkusen,de Bundesliga,29,0,0
Robin Hranáč,24.0,cz CZE,DF,Hoffenheim,de Bundesliga,4,0,0
Callum Hudson-Odoi,23.0,eng ENG,"FW,MF",Nott'ham Forest,eng Premier League,31,5,2
Will Hughes,29.0,eng ENG,MF,Crystal Palace,eng Premier League,33,0,3
Dean Huijsen,19.0,es ESP,DF,Bournemouth,eng Premier League,32,3,2
Mats Hummels,35.0,de GER,DF,Roma,it Serie A,14,0,0
Omari Hutchinson,20.0,eng ENG,"MF,FW",Ipswich Town,eng Premier League,31,3,2
Elseid Hysaj,30.0,al ALB,DF,Lazio,it Serie A,11,0,3
Hong Hyunseok,25.0,kr KOR,MF,Mainz 05,de Bundesliga,23,0,1
Pierre Højbjerg,28.0,dk DEN,MF,Marseille,fr Ligue 1,30,2,4
Oscar Højlund,19.0,dk DEN,MF,Eint Frankfurt,de Bundesliga,20,1,0
Rasmus Højlund,21.0,dk DEN,FW,Manchester Utd,eng Premier League,32,4,0
Pablo Ibáñez,25.0,es ESP,MF,Osasuna,es La Liga,28,1,1
Hafiz Ibrahim,18.0,ng NGA,FW,Reims,fr Ligue 1,11,0,1
Arijon Ibrahimović,18.0,de GER,MF,Lazio,it Serie A,1,0,0
Arijon Ibrahimović,18.0,de GER,FW,Bayern Munich,de Bundesliga,1,0,0
Stanis Idumbo,19.0,be BEL,"FW,MF",Sevilla,es La Liga,14,1,1
Jay Idzes,24.0,id IDN,DF,Venezia,it Serie A,35,1,0
Iglesias,26.0,es ESP,DF,Getafe,es La Liga,37,0,1
Borja Iglesias,31.0,es ESP,FW,Celta Vigo,es La Liga,37,11,3
Igor,26.0,br BRA,DF,Brighton,eng Premier League,13,0,0
Kelechi Iheanacho,27.0,ng NGA,FW,Sevilla,es La Liga,9,0,0
Jonathan Ikone,26.0,fr FRA,FW,Como,it Serie A,13,2,0
Jonathan Ikone,26.0,fr FRA,"FW,MF",Fiorentina,it Serie A,14,0,0
George Ilenikhena,17.0,ng NGA,FW,Monaco,fr Ligue 1,23,3,2
Andrej Ilic,24.0,rs SRB,FW,Union Berlin,de Bundesliga,16,7,0
Ivan Ilić,23.0,rs SRB,MF,Torino,it Serie A,19,1,0
Rareş Ilie,21.0,ro ROU,MF,Nice,fr Ligue 1,2,0,0
Samuel Iling-Junior,20.0,eng ENG,"FW,MF",Bologna,it Serie A,7,1,0
Danny Ings,32.0,eng ENG,"FW,MF",West Ham,eng Premier League,15,1,2
Alessio Iovine,33.0,it ITA,"DF,FW",Como,it Serie A,10,0,0
Tim Iroegbunam,21.0,eng ENG,MF,Everton,eng Premier League,18,0,1
Jackson Irvine,31.0,au AUS,MF,St. Pauli,de Bundesliga,29,0,6
Andy Irving,24.0,sct SCO,MF,West Ham,eng Premier League,10,0,0
Alexander Isak,24.0,se SWE,FW,Newcastle Utd,eng Premier League,34,23,6
Gustav Isaksen,23.0,dk DEN,FW,Lazio,it Serie A,37,4,2
Isco,32.0,es ESP,MF,Betis,es La Liga,22,9,8
Ismaily,34.0,br BRA,DF,Lille,fr Ligue 1,16,0,1
Ardian Ismajli,27.0,al ALB,DF,Empoli,it Serie A,29,0,0
Yanis Issoufou,17.0,fr FRA,"MF,FW",Montpellier,fr Ligue 1,4,0,0
Ko Itakura,27.0,jp JPN,DF,Gladbach,de Bundesliga,31,3,0
Hiroki Ito,25.0,jp JPN,DF,Bayern Munich,de Bundesliga,6,1,0
Junya Ito,31.0,jp JPN,"FW,MF",Reims,fr Ligue 1,33,4,3
Diego Iturralde,21.0,es ESP,FW,Sevilla,es La Liga,1,0,0
Marko Ivezić,22.0,rs SRB,DF,Holstein Kiel,de Bundesliga,23,0,0
Alex Iwobi,28.0,ng NGA,"FW,MF",Fulham,eng Premier League,38,9,6
Armando Izzo,32.0,it ITA,DF,Monza,it Serie A,30,1,1
Fellipe Jack,18.0,br BRA,DF,Como,it Serie A,7,0,0
Nicolas Jackson,23.0,sn SEN,FW,Chelsea,eng Premier League,30,10,5
Jérémy Jacquet,19.0,fr FRA,DF,Rennes,fr Ligue 1,11,0,1
Lee Jae-sung,31.0,kr KOR,MF,Mainz 05,de Bundesliga,33,7,6
Ivan Jaime Pajuelo,23.0,es ESP,MF,Valencia,es La Liga,9,0,0
Kristijan Jakić,27.0,hr CRO,MF,Augsburg,de Bundesliga,31,0,1
Karl Jakob Hein,22.0,ee EST,GK,Valladolid,es La Liga,31,0,0
Ismail Jakobs,24.0,sn SEN,DF,Monaco,fr Ligue 1,2,0,0
Jordan James,20.0,wls WAL,MF,Rennes,fr Ligue 1,23,0,1
Reece James,24.0,eng ENG,"DF,MF",Chelsea,eng Premier League,19,1,1
Vitaly Janelt,26.0,de GER,MF,Brentford,eng Premier League,32,1,3
Adnan Januzaj,29.0,be BEL,"MF,FW",Las Palmas,es La Liga,18,2,1
Luca Jaquez,21.0,ch SUI,DF,Stuttgart,de Bundesliga,5,0,0
Vitezslav Jaros,23.0,cz CZE,GK,Liverpool,eng Premier League,1,0,0
Ali Jasim,20.0,iq IRQ,"FW,DF",Como,it Serie A,2,0,0
Mikel Jauregizar,20.0,es ESP,MF,Athletic Club,es La Liga,34,2,1
Dominik Javorček,21.0,sk SVK,"DF,MF",Holstein Kiel,de Bundesliga,13,0,2
Gaby Jean,24.0,fr FRA,DF,Lecce,it Serie A,19,0,0
Daniel Jebbison,20.0,eng ENG,FW,Bournemouth,eng Premier League,16,1,0
Finn Jeltsch,18.0,de GER,DF,Stuttgart,de Bundesliga,12,0,0
Malcolm Jeng,19.0,se SWE,DF,Reims,fr Ligue 1,3,0,0
Fredrik Jensen,26.0,fi FIN,MF,Augsburg,de Bundesliga,20,0,0
Mathias Jensen,28.0,dk DEN,MF,Brentford,eng Premier League,24,0,2
Moritz Jenz,25.0,de GER,DF,Mainz 05,de Bundesliga,19,0,0
Gabriel Jesus,27.0,br BRA,FW,Arsenal,eng Premier League,17,3,0
Juan Jesus,33.0,br BRA,DF,Napoli,it Serie A,15,0,1
Alejandro Jiménez,19.0,es ESP,"DF,FW",Milan,it Serie A,22,0,1
Raúl Jiménez,33.0,mx MEX,FW,Fulham,eng Premier League,38,12,3
Kim Jisoo,19.0,kr KOR,DF,Brentford,eng Premier League,3,0,0
João Pedro,22.0,br BRA,"FW,MF",Brighton,eng Premier League,27,10,6
John Joe,20.0,ie IRL,"MF,FW",Getafe,es La Liga,4,0,0
John Joe,20.0,ie IRL,MF,Reims,fr Ligue 1,13,0,0
Joelinton,27.0,br BRA,"MF,FW",Newcastle Utd,eng Premier League,29,4,3
Jofre,23.0,es ESP,"MF,FW",Espanyol,es La Liga,37,3,3
Þórir Jóhann Helgason,23.0,is ISL,MF,Lecce,it Serie A,21,0,4
Carl Johansson,30.0,se SWE,DF,Holstein Kiel,de Bundesliga,10,0,0
Ben Johnson,24.0,eng ENG,"DF,FW",Ipswich Town,eng Premier League,23,1,2
Brennan Johnson,23.0,wls WAL,FW,Tottenham,eng Premier League,33,11,3
Karl-Johan Johnsson,34.0,se SWE,GK,Strasbourg,fr Ligue 1,3,0,0
Sam Johnstone,31.0,eng ENG,GK,Wolves,eng Premier League,7,0,0
Paul Joly,24.0,fr FRA,DF,Auxerre,fr Ligue 1,26,0,1
Curtis Jones,23.0,eng ENG,"MF,DF",Liverpool,eng Premier League,33,3,3
Frenkie de Jong,27.0,nl NED,MF,Barcelona,es La Liga,26,2,2
Joan Jordán,30.0,es ESP,MF,Alavés,es La Liga,25,5,2
Jorginho,32.0,it ITA,MF,Arsenal,eng Premier League,15,0,0
Jesse Joronen,31.0,fi FIN,GK,Venezia,it Serie A,8,0,0
Jota,25.0,pt POR,"FW,MF",Rennes,fr Ligue 1,9,1,0
Diogo Jota,27.0,pt POR,FW,Liverpool,eng Premier League,26,6,3
Antoine Joujou,21.0,fr FRA,"MF,FW",Le Havre,fr Ligue 1,26,0,2
Luka Jović,26.0,rs SRB,"FW,MF",Milan,it Serie A,15,2,0
Juanmi,31.0,es ESP,"FW,MF",Getafe,es La Liga,13,0,0
Juanmi,31.0,es ESP,"FW,MF",Betis,es La Liga,11,0,0
Juanpe,33.0,es ESP,DF,Girona,es La Liga,12,0,0
Jubal,30.0,br BRA,DF,Auxerre,fr Ligue 1,30,6,0
Anthony Jung,32.0,de GER,DF,Werder Bremen,de Bundesliga,28,0,0
Luiz Lúcio Reis Júnior,23.0,br BRA,GK,Villarreal,es La Liga,17,0,0
Hamed Junior Traorè,24.0,ci CIV,MF,Auxerre,fr Ligue 1,26,10,2
Vinicius Júnior,24.0,br BRA,FW,Real Madrid,es La Liga,30,11,8
Josip Juranović,28.0,hr CRO,"DF,MF",Union Berlin,de Bundesliga,17,0,1
David Jurásek,23.0,cz CZE,DF,Hoffenheim,de Bundesliga,14,0,1
Stanko Jurić,27.0,hr CRO,MF,Valladolid,es La Liga,26,0,0
James Justin,26.0,eng ENG,DF,Leicester City,eng Premier League,36,2,2
Filip Jørgensen,22.0,dk DEN,GK,Chelsea,eng Premier League,6,0,0
Mohamed Kaba,22.0,fr FRA,MF,Lecce,it Serie A,15,0,0
Yusuf Kabadayı,20.0,de GER,"FW,MF",Augsburg,de Bundesliga,5,1,0
Almugera Kabar,18.0,de GER,DF,Dortmund,de Bundesliga,5,0,0
Christian Kabasele,33.0,be BEL,DF,Udinese,it Serie A,16,2,0
Issa Kaboré,23.0,bf BFA,"DF,FW",Werder Bremen,de Bundesliga,9,0,0
Yaya Kader Fofana,20.0,ml MLI,"MF,FW",Reims,fr Ligue 1,12,1,1
Pavel Kadeřábek,32.0,cz CZE,DF,Hoffenheim,de Bundesliga,24,2,0
Tino Kadewere,28.0,zw ZIM,"MF,FW",Nantes,fr Ligue 1,12,1,2
Ferdi Kadioglu,24.0,tr TUR,"DF,MF",Brighton,eng Premier League,6,1,0
Arnaud Kalimuendo,22.0,fr FRA,"FW,MF",Rennes,fr Ligue 1,33,17,3
Pierre Kalulu,24.0,fr FRA,DF,Juventus,it Serie A,29,1,0
Justin-Noël Kalumba,19.0,fr FRA,"FW,MF",Angers,fr Ligue 1,2,0,0
Daichi Kamada,27.0,jp JPN,MF,Crystal Palace,eng Premier League,34,0,0
Waren Kamanzi,23.0,no NOR,"DF,MF",Toulouse,fr Ligue 1,24,1,1
Boubacar Kamara,24.0,fr FRA,MF,Aston Villa,eng Premier League,26,1,0
Glen Kamara,28.0,fi FIN,MF,Rennes,fr Ligue 1,13,0,1
Hassane Kamara,30.0,ci CIV,DF,Udinese,it Serie A,30,1,4
Noham Kamara,17.0,fr FRA,DF,Paris S-G,fr Ligue 1,2,0,0
Willy Kambwala,19.0,fr FRA,DF,Villarreal,es La Liga,19,0,0
Jakub Kamiński,22.0,pl POL,"DF,MF",Wolfsburg,de Bundesliga,22,0,2
Kevin Kampl,33.0,si SVN,MF,RB Leipzig,de Bundesliga,26,1,0
Nordine Kandil,22.0,fr FRA,MF,Strasbourg,fr Ligue 1,1,0,0
Harry Kane,31.0,eng ENG,FW,Bayern Munich,de Bundesliga,31,26,9
Lee Kang-in,23.0,kr KOR,"FW,MF",Paris S-G,fr Ligue 1,30,6,6
Yann Karamoh,26.0,fr FRA,"MF,FW",Torino,it Serie A,29,0,1
Atakan Karazor,27.0,,MF,Stuttgart,de Bundesliga,32,2,4
Jesper Karlsson,26.0,se SWE,FW,Bologna,it Serie A,7,1,0
Jesper Karlsson,26.0,se SWE,FW,Lecce,it Serie A,13,1,0
Jesper Karlström,29.0,se SWE,MF,Udinese,it Serie A,37,0,3
Lior Kasa,18.0,il ISR,"MF,FW",Genoa,it Serie A,8,0,0
Grigoris Kastanos,26.0,cy CYP,"MF,FW",Hellas Verona,it Serie A,27,1,1
Mikkel Kaufmann,23.0,dk DEN,FW,Heidenheim,de Bundesliga,9,0,0
Joachim Kayi Sanda,17.0,fr FRA,DF,Southampton,eng Premier League,2,0,0
Michael Kayode,20.0,it ITA,DF,Brentford,eng Premier League,12,0,1
